emoji,name,label
👨🏼‍🦱,"man: medium-light skin tone, curly hair",neutral
👨🏽‍🦱,"man: medium skin tone, curly hair",neutral
👨🏾‍🦱,"man: medium-dark skin tone, curly hair",neutral
👨🏿‍🦱,"man: dark skin tone, curly hair",neutral
👨‍🦳,man: white hair,neutral
👨🏻‍🦳,"man: light skin tone, white hair",neutral
👨🏼‍🦳,"man: medium-light skin tone, white hair",neutral
👨🏽‍🦳,"man: medium skin tone, white hair",neutral
👨🏾‍🦳,"man: medium-dark skin tone, white hair",neutral
👨🏿‍🦳,"man: dark skin tone, white hair",neutral
👨‍🦲,man: bald,neutral
👨🏻‍🦲,"man: light skin tone, bald",neutral
👨🏼‍🦲,"man: medium-light skin tone, bald",neutral
👨🏽‍🦲,"man: medium skin tone, bald",neutral
👨🏾‍🦲,"man: medium-dark skin tone, bald",neutral
👨🏿‍🦲,"man: dark skin tone, bald",neutral
👩,woman,neutral
👩🏻,woman: light skin tone,neutral
👩🏼,woman: medium-light skin tone,neutral
👩🏽,woman: medium skin tone,neutral
👩🏾,woman: medium-dark skin tone,neutral
👩🏿,woman: dark skin tone,neutral
👩‍🦰,woman: red hair,neutral
👩🏻‍🦰,"woman: light skin tone, red hair",neutral
👩🏼‍🦰,"woman: medium-light skin tone, red hair",neutral
👩🏽‍🦰,"woman: medium skin tone, red hair",neutral
👩🏾‍🦰,"woman: medium-dark skin tone, red hair",neutral
👩🏿‍🦰,"woman: dark skin tone, red hair",neutral
🧑‍🦰,person: red hair,neutral
🧑🏻‍🦰,"person: light skin tone, red hair",neutral
🧑🏼‍🦰,"person: medium-light skin tone, red hair",neutral
🧑🏽‍🦰,"person: medium skin tone, red hair",neutral
🧑🏾‍🦰,"person: medium-dark skin tone, red hair",neutral
🧑🏿‍🦰,"person: dark skin tone, red hair",neutral
👩‍🦱,woman: curly hair,neutral
👩🏻‍🦱,"woman: light skin tone, curly hair",neutral
👩🏼‍🦱,"woman: medium-light skin tone, curly hair",neutral
👩🏽‍🦱,"woman: medium skin tone, curly hair",neutral
👩🏾‍🦱,"woman: medium-dark skin tone, curly hair",neutral
👩🏿‍🦱,"woman: dark skin tone, curly hair",neutral
🧑‍🦱,person: curly hair,neutral
🧑🏻‍🦱,"person: light skin tone, curly hair",neutral
🧑🏼‍🦱,"person: medium-light skin tone, curly hair",neutral
🧑🏽‍🦱,"person: medium skin tone, curly hair",neutral
🧑🏾‍🦱,"person: medium-dark skin tone, curly hair",neutral
🧑🏿‍🦱,"person: dark skin tone, curly hair",neutral
👩‍🦳,woman: white hair,neutral
👩🏻‍🦳,"woman: light skin tone, white hair",neutral
👩🏼‍🦳,"woman: medium-light skin tone, white hair",neutral
👩🏽‍🦳,"woman: medium skin tone, white hair",neutral
👩🏾‍🦳,"woman: medium-dark skin tone, white hair",neutral
👩🏿‍🦳,"woman: dark skin tone, white hair",neutral
🧑‍🦳,person: white hair,neutral
🧑🏻‍🦳,"person: light skin tone, white hair",neutral
🧑🏼‍🦳,"person: medium-light skin tone, white hair",neutral
🧑🏽‍🦳,"person: medium skin tone, white hair",neutral
🧑🏾‍🦳,"person: medium-dark skin tone, white hair",neutral
🧑🏿‍🦳,"person: dark skin tone, white hair",neutral
👩‍🦲,woman: bald,neutral
👩🏻‍🦲,"woman: light skin tone, bald",neutral
👩🏼‍🦲,"woman: medium-light skin tone, bald",neutral
👩🏽‍🦲,"woman: medium skin tone, bald",neutral
👩🏾‍🦲,"woman: medium-dark skin tone, bald",neutral
👩🏿‍🦲,"woman: dark skin tone, bald",neutral
🧑‍🦲,person: bald,neutral
🧑🏻‍🦲,"person: light skin tone, bald",neutral
🧑🏼‍🦲,"person: medium-light skin tone, bald",neutral
🧑🏽‍🦲,"person: medium skin tone, bald",neutral
🧑🏾‍🦲,"person: medium-dark skin tone, bald",neutral
🧑🏿‍🦲,"person: dark skin tone, bald",neutral
👱‍♀️,woman: blond hair,neutral
👱‍♀,woman: blond hair,neutral
👱🏻‍♀️,"woman: light skin tone, blond hair",neutral
👱🏻‍♀,"woman: light skin tone, blond hair",neutral
👱🏼‍♀️,"woman: medium-light skin tone, blond hair",neutral
👱🏼‍♀,"woman: medium-light skin tone, blond hair",neutral
👱🏽‍♀️,"woman: medium skin tone, blond hair",neutral
👱🏽‍♀,"woman: medium skin tone, blond hair",neutral
👱🏾‍♀️,"woman: medium-dark skin tone, blond hair",neutral
👱🏾‍♀,"woman: medium-dark skin tone, blond hair",neutral
👱🏿‍♀️,"woman: dark skin tone, blond hair",neutral
👱🏿‍♀,"woman: dark skin tone, blond hair",neutral
👱‍♂️,man: blond hair,neutral
👱‍♂,man: blond hair,neutral
👱🏻‍♂️,"man: light skin tone, blond hair",neutral
👱🏻‍♂,"man: light skin tone, blond hair",neutral
👱🏼‍♂️,"man: medium-light skin tone, blond hair",neutral
👱🏼‍♂,"man: medium-light skin tone, blond hair",neutral
👱🏽‍♂️,"man: medium skin tone, blond hair",neutral
👱🏽‍♂,"man: medium skin tone, blond hair",neutral
👱🏾‍♂️,"man: medium-dark skin tone, blond hair",neutral
👱🏾‍♂,"man: medium-dark skin tone, blond hair",neutral
👱🏿‍♂️,"man: dark skin tone, blond hair",neutral
👱🏿‍♂,"man: dark skin tone, blond hair",neutral
🧓,older person,neutral
🧓🏻,older person: light skin tone,neutral
🧓🏼,older person: medium-light skin tone,neutral
🧓🏽,older person: medium skin tone,neutral
🧓🏾,older person: medium-dark skin tone,neutral
🧓🏿,older person: dark skin tone,neutral
👴,old man,neutral
👴🏻,old man: light skin tone,neutral
👴🏼,old man: medium-light skin tone,neutral
👴🏽,old man: medium skin tone,neutral
👴🏾,old man: medium-dark skin tone,neutral
👴🏿,old man: dark skin tone,neutral
👵,old woman,neutral
👵🏻,old woman: light skin tone,neutral
👵🏼,old woman: medium-light skin tone,neutral
👵🏽,old woman: medium skin tone,neutral
👵🏾,old woman: medium-dark skin tone,neutral
👵🏿,old woman: dark skin tone,neutral
🙍,person frowning,neutral
🙍🏻,person frowning: light skin tone,neutral
🙍🏼,person frowning: medium-light skin tone,neutral
🙍🏽,person frowning: medium skin tone,neutral
🙍🏾,person frowning: medium-dark skin tone,neutral
🙍🏿,person frowning: dark skin tone,neutral
🙍‍♂️,man frowning,neutral
🙍‍♂,man frowning,neutral
🙍🏻‍♂️,man frowning: light skin tone,neutral
🙍🏻‍♂,man frowning: light skin tone,neutral
🙍🏼‍♂️,man frowning: medium-light skin tone,neutral
🙍🏼‍♂,man frowning: medium-light skin tone,neutral
🙍🏽‍♂️,man frowning: medium skin tone,neutral
🙍🏽‍♂,man frowning: medium skin tone,neutral
🙍🏾‍♂️,man frowning: medium-dark skin tone,neutral
🙍🏾‍♂,man frowning: medium-dark skin tone,neutral
🙍🏿‍♂️,man frowning: dark skin tone,neutral
🙍🏿‍♂,man frowning: dark skin tone,neutral
🙍‍♀️,woman frowning,neutral
🙍‍♀,woman frowning,neutral
🙍🏻‍♀️,woman frowning: light skin tone,neutral
🙍🏻‍♀,woman frowning: light skin tone,neutral
🙍🏼‍♀️,woman frowning: medium-light skin tone,neutral
🙍🏼‍♀,woman frowning: medium-light skin tone,neutral
🙍🏽‍♀️,woman frowning: medium skin tone,neutral
🙍🏽‍♀,woman frowning: medium skin tone,neutral
🙍🏾‍♀️,woman frowning: medium-dark skin tone,neutral
🙍🏾‍♀,woman frowning: medium-dark skin tone,neutral
🙍🏿‍♀️,woman frowning: dark skin tone,neutral
🙍🏿‍♀,woman frowning: dark skin tone,neutral
🙎,person pouting,neutral
🙎🏻,person pouting: light skin tone,neutral
🙎🏼,person pouting: medium-light skin tone,neutral
🙎🏽,person pouting: medium skin tone,neutral
🙎🏾,person pouting: medium-dark skin tone,neutral
🙎🏿,person pouting: dark skin tone,neutral
🙎‍♂️,man pouting,neutral
🙎‍♂,man pouting,neutral
🙎🏻‍♂️,man pouting: light skin tone,neutral
🙎🏻‍♂,man pouting: light skin tone,neutral
🙎🏼‍♂️,man pouting: medium-light skin tone,neutral
🙎🏼‍♂,man pouting: medium-light skin tone,neutral
🙎🏽‍♂️,man pouting: medium skin tone,neutral
🙎🏽‍♂,man pouting: medium skin tone,neutral
🙎🏾‍♂️,man pouting: medium-dark skin tone,neutral
🙎🏾‍♂,man pouting: medium-dark skin tone,neutral
🙎🏿‍♂️,man pouting: dark skin tone,neutral
🙎🏿‍♂,man pouting: dark skin tone,neutral
🙎‍♀️,woman pouting,neutral
🙎‍♀,woman pouting,neutral
🙎🏻‍♀️,woman pouting: light skin tone,neutral
🙎🏻‍♀,woman pouting: light skin tone,neutral
🙎🏼‍♀️,woman pouting: medium-light skin tone,neutral
🙎🏼‍♀,woman pouting: medium-light skin tone,neutral
🙎🏽‍♀️,woman pouting: medium skin tone,neutral
🙎🏽‍♀,woman pouting: medium skin tone,neutral
🙎🏾‍♀️,woman pouting: medium-dark skin tone,neutral
🙎🏾‍♀,woman pouting: medium-dark skin tone,neutral
🙎🏿‍♀️,woman pouting: dark skin tone,neutral
🙎🏿‍♀,woman pouting: dark skin tone,neutral
🙅,person gesturing NO,negative
🙅🏻,person gesturing NO: light skin tone,negative
🙅🏼,person gesturing NO: medium-light skin tone,negative
🙅🏽,person gesturing NO: medium skin tone,negative
🙅🏾,person gesturing NO: medium-dark skin tone,negative
🙅🏿,person gesturing NO: dark skin tone,negative
🙅‍♂️,man gesturing NO,negative
🙅‍♂,man gesturing NO,negative
🙅🏻‍♂️,man gesturing NO: light skin tone,negative
🙅🏻‍♂,man gesturing NO: light skin tone,negative
🙅🏼‍♂️,man gesturing NO: medium-light skin tone,negative
🙅🏼‍♂,man gesturing NO: medium-light skin tone,negative
🙅🏽‍♂️,man gesturing NO: medium skin tone,negative
🙅🏽‍♂,man gesturing NO: medium skin tone,negative
🙅🏾‍♂️,man gesturing NO: medium-dark skin tone,negative
🙅🏾‍♂,man gesturing NO: medium-dark skin tone,negative
🙅🏿‍♂️,man gesturing NO: dark skin tone,negative
🙅🏿‍♂,man gesturing NO: dark skin tone,negative
🙅‍♀️,woman gesturing NO,negative
🙅‍♀,woman gesturing NO,negative
🙅🏻‍♀️,woman gesturing NO: light skin tone,negative
🙅🏻‍♀,woman gesturing NO: light skin tone,negative
🙅🏼‍♀️,woman gesturing NO: medium-light skin tone,negative
🙅🏼‍♀,woman gesturing NO: medium-light skin tone,negative
🙅🏽‍♀️,woman gesturing NO: medium skin tone,negative
🙅🏽‍♀,woman gesturing NO: medium skin tone,negative
🙅🏾‍♀️,woman gesturing NO: medium-dark skin tone,negative
🙅🏾‍♀,woman gesturing NO: medium-dark skin tone,negative
🙅🏿‍♀️,woman gesturing NO: dark skin tone,negative
🙅🏿‍♀,woman gesturing NO: dark skin tone,negative
🙆,person gesturing OK,neutral
🙆🏻,person gesturing OK: light skin tone,neutral
🙆🏼,person gesturing OK: medium-light skin tone,neutral
🙆🏽,person gesturing OK: medium skin tone,neutral
🙆🏾,person gesturing OK: medium-dark skin tone,neutral
🙆🏿,person gesturing OK: dark skin tone,neutral
🙆‍♂️,man gesturing OK,neutral
🙆‍♂,man gesturing OK,neutral
🙆🏻‍♂️,man gesturing OK: light skin tone,neutral
🙆🏻‍♂,man gesturing OK: light skin tone,neutral
🙆🏼‍♂️,man gesturing OK: medium-light skin tone,neutral
🙆🏼‍♂,man gesturing OK: medium-light skin tone,neutral
🙆🏽‍♂️,man gesturing OK: medium skin tone,neutral
🙆🏽‍♂,man gesturing OK: medium skin tone,neutral
🙆🏾‍♂️,man gesturing OK: medium-dark skin tone,neutral
🙆🏾‍♂,man gesturing OK: medium-dark skin tone,neutral
🙆🏿‍♂️,man gesturing OK: dark skin tone,neutral
🙆🏿‍♂,man gesturing OK: dark skin tone,neutral
🙆‍♀️,woman gesturing OK,neutral
🙆‍♀,woman gesturing OK,neutral
🙆🏻‍♀️,woman gesturing OK: light skin tone,neutral
🙆🏻‍♀,woman gesturing OK: light skin tone,neutral
🙆🏼‍♀️,woman gesturing OK: medium-light skin tone,neutral
🙆🏼‍♀,woman gesturing OK: medium-light skin tone,neutral
🙆🏽‍♀️,woman gesturing OK: medium skin tone,neutral
🙆🏽‍♀,woman gesturing OK: medium skin tone,neutral
🙆🏾‍♀️,woman gesturing OK: medium-dark skin tone,neutral
🙆🏾‍♀,woman gesturing OK: medium-dark skin tone,neutral
🙆🏿‍♀️,woman gesturing OK: dark skin tone,neutral
🙆🏿‍♀,woman gesturing OK: dark skin tone,neutral
💁,person tipping hand,neutral
💁🏻,person tipping hand: light skin tone,neutral
💁🏼,person tipping hand: medium-light skin tone,neutral
💁🏽,person tipping hand: medium skin tone,neutral
💁🏾,person tipping hand: medium-dark skin tone,neutral
💁🏿,person tipping hand: dark skin tone,neutral
💁‍♂️,man tipping hand,neutral
💁‍♂,man tipping hand,neutral
💁🏻‍♂️,man tipping hand: light skin tone,neutral
💁🏻‍♂,man tipping hand: light skin tone,neutral
💁🏼‍♂️,man tipping hand: medium-light skin tone,neutral
💁🏼‍♂,man tipping hand: medium-light skin tone,neutral
💁🏽‍♂️,man tipping hand: medium skin tone,neutral
💁🏽‍♂,man tipping hand: medium skin tone,neutral
💁🏾‍♂️,man tipping hand: medium-dark skin tone,neutral
💁🏾‍♂,man tipping hand: medium-dark skin tone,neutral
💁🏿‍♂️,man tipping hand: dark skin tone,neutral
💁🏿‍♂,man tipping hand: dark skin tone,neutral
💁‍♀️,woman tipping hand,neutral
💁‍♀,woman tipping hand,neutral
💁🏻‍♀️,woman tipping hand: light skin tone,neutral
💁🏻‍♀,woman tipping hand: light skin tone,neutral
💁🏼‍♀️,woman tipping hand: medium-light skin tone,neutral
💁🏼‍♀,woman tipping hand: medium-light skin tone,neutral
💁🏽‍♀️,woman tipping hand: medium skin tone,neutral
💁🏽‍♀,woman tipping hand: medium skin tone,neutral
💁🏾‍♀️,woman tipping hand: medium-dark skin tone,neutral
💁🏾‍♀,woman tipping hand: medium-dark skin tone,neutral
💁🏿‍♀️,woman tipping hand: dark skin tone,neutral
💁🏿‍♀,woman tipping hand: dark skin tone,neutral
🙋,person raising hand,neutral
🙋🏻,person raising hand: light skin tone,neutral
🙋🏼,person raising hand: medium-light skin tone,neutral
🙋🏽,person raising hand: medium skin tone,neutral
🙋🏾,person raising hand: medium-dark skin tone,neutral
🙋🏿,person raising hand: dark skin tone,neutral
🙋‍♂️,man raising hand,neutral
🙋‍♂,man raising hand,neutral
🙋🏻‍♂️,man raising hand: light skin tone,neutral
🙋🏻‍♂,man raising hand: light skin tone,neutral
